method,b,N,F_c
MLE,0,5000,0.9992876001201141
VAE,0,5000,0.9895394387748336
MLE,1,5000,0.9996749941340447
VAE,1,5000,0.9902332870251165
MLE,2,5000,0.9990808014149153
VAE,2,5000,0.9867956123880227
MLE,3,5000,0.9991864945556372
VAE,3,5000,0.9872911149405746
MLE,4,5000,0.9994002823486935
VAE,4,5000,0.988222577953344
MLE,5,5000,0.9992585844436687
VAE,5,5000,0.9908850310902386
MLE,6,5000,0.9995338092985342
VAE,6,5000,0.9876297356798697
MLE,7,5000,0.9995279146990126
VAE,7,5000,0.9898677968649429
MLE,8,5000,0.9992821619188174
VAE,8,5000,0.9855153557595572
MLE,9,5000,0.9995527437575048
VAE,9,5000,0.9892436534239449
MLE,10,5000,0.9993474771655526
VAE,10,5000,0.9888143278412707
MLE,11,5000,0.9995925519486014
VAE,11,5000,0.9869553805355392
MLE,12,5000,0.9993667607156123
VAE,12,5000,0.9900748097724137
MLE,13,5000,0.9990967012573784
VAE,13,5000,0.9882766111239286
MLE,14,5000,0.9993634404861491
VAE,14,5000,0.9897671715526348
MLE,15,5000,0.9990861747166022
VAE,15,5000,0.985935762605027
MLE,16,5000,0.9991569028573304
VAE,16,5000,0.9884317436171414
MLE,17,5000,0.9995697309553235
VAE,17,5000,0.9859259478024981
MLE,18,5000,0.9991446319005853
VAE,18,5000,0.9879759975809896
MLE,19,5000,0.9995817744510045
VAE,19,5000,0.9887310676227041
MLE,20,5000,0.9994760205405702
VAE,20,5000,0.9841483301607045
MLE,21,5000,0.9992990275053343
VAE,21,5000,0.9883493396890375
MLE,22,5000,0.9993165835909446
VAE,22,5000,0.9876495301605084
MLE,23,5000,0.9995216153307858
VAE,23,5000,0.9875331431070928
MLE,24,5000,0.9995558006484822
VAE,24,5000,0.9898417685236496
MLE,25,5000,0.9991733888951562
VAE,25,5000,0.9891121738782293
MLE,26,5000,0.999578638142612
VAE,26,5000,0.9881881200626453
MLE,27,5000,0.9994046200901164
VAE,27,5000,0.9883869737052583
MLE,28,5000,0.9991814369667947
VAE,28,5000,0.9877446484279514
MLE,29,5000,0.9992062287788981
VAE,29,5000,0.9823844832274042
MLE,30,5000,0.999379009711631
VAE,30,5000,0.9828455100236951
MLE,31,5000,0.9990201940962877
VAE,31,5000,0.9897267077210792
MLE,32,5000,0.9994051184941287
VAE,32,5000,0.9903102307683865
MLE,33,5000,0.9993638155274818
VAE,33,5000,0.989987446536989
MLE,34,5000,0.9992461261567791
VAE,34,5000,0.9886119078641117
MLE,35,5000,0.9992739183871101
VAE,35,5000,0.9886731732293685
MLE,36,5000,0.9993966220298425
VAE,36,5000,0.9880976009595149
MLE,37,5000,0.9993953655249216
VAE,37,5000,0.9870203476880518
MLE,38,5000,0.9991705207049482
VAE,38,5000,0.9872003287836544
MLE,39,5000,0.9991742571044292
VAE,39,5000,0.9889513805538797
MLE,40,5000,0.9992660956733647
VAE,40,5000,0.9866136490300845
MLE,41,5000,0.9993997750543565
VAE,41,5000,0.9901746798720483
MLE,42,5000,0.9993696844861442
VAE,42,5000,0.9896084088540604
MLE,43,5000,0.9990917729006981
VAE,43,5000,0.9894673007528705
MLE,44,5000,0.9996326139146482
VAE,44,5000,0.9898450048243003
MLE,45,5000,0.9993200777497528
VAE,45,5000,0.9897721756997744
MLE,46,5000,0.9995228194345256
VAE,46,5000,0.989076886865205
MLE,47,5000,0.9994284561135539
VAE,47,5000,0.9898383169020085
MLE,48,5000,0.9992313761775775
VAE,48,5000,0.9858717565089976
MLE,49,5000,0.9993383725254258
VAE,49,5000,0.9869382676996519
