method,b,N,F_c
MLE,0,1000,0.9954870841049266
VAE,0,1000,0.9827618947120783
MLE,1,1000,0.9988555310168714
VAE,1,1000,0.981762390955878
MLE,2,1000,0.9970090805766755
VAE,2,1000,0.9784336953369359
MLE,3,1000,0.996063890691889
VAE,3,1000,0.9781212196525101
MLE,4,1000,0.9972858555537876
VAE,4,1000,0.9822281624591362
MLE,5,1000,0.9969749304398134
VAE,5,1000,0.980042832088943
MLE,6,1000,0.9978987398358744
VAE,6,1000,0.9835607978135288
MLE,7,1000,0.9986027892655841
VAE,7,1000,0.9826982717421274
MLE,8,1000,0.9976248942443343
VAE,8,1000,0.9808457289057083
MLE,9,1000,0.9967997446007965
VAE,9,1000,0.9831243722058045
MLE,10,1000,0.9975878425485368
VAE,10,1000,0.981533820948338
MLE,11,1000,0.9976559010259125
VAE,11,1000,0.9833357301661665
MLE,12,1000,0.9957560457197794
VAE,12,1000,0.9799956546210163
MLE,13,1000,0.994684915942918
VAE,13,1000,0.9813090603020578
MLE,14,1000,0.9948091929713841
VAE,14,1000,0.9799253878342657
MLE,15,1000,0.9955493133064108
VAE,15,1000,0.9802043964665789
MLE,16,1000,0.9978628063145978
VAE,16,1000,0.982674828532769
MLE,17,1000,0.9963544990285269
VAE,17,1000,0.9796693477622824
MLE,18,1000,0.9955691691032451
VAE,18,1000,0.9783792194412397
MLE,19,1000,0.9970399066111383
VAE,19,1000,0.981340404372069
MLE,20,1000,0.9973568495420732
VAE,20,1000,0.9784782096116696
MLE,21,1000,0.9975333425626602
VAE,21,1000,0.9844122130773694
MLE,22,1000,0.9968390022531074
VAE,22,1000,0.9821356294346442
MLE,23,1000,0.9959174782550504
VAE,23,1000,0.9815227849691893
MLE,24,1000,0.9983852988737479
VAE,24,1000,0.9821856502111627
MLE,25,1000,0.9982972044152499
VAE,25,1000,0.9829306613016282
MLE,26,1000,0.9975455391613546
VAE,26,1000,0.9785028814842355
MLE,27,1000,0.9978900634244272
VAE,27,1000,0.9840421900287604
MLE,28,1000,0.9972329090273382
VAE,28,1000,0.9835296344011649
MLE,29,1000,0.9960020481007954
VAE,29,1000,0.9777798445614272
MLE,30,1000,0.9974978977188178
VAE,30,1000,0.9809383703047605
MLE,31,1000,0.9981428127959738
VAE,31,1000,0.9842026276017342
MLE,32,1000,0.9965797999576953
VAE,32,1000,0.9792944384596091
MLE,33,1000,0.9977243940837072
VAE,33,1000,0.9843678325466335
MLE,34,1000,0.9967901627088142
VAE,34,1000,0.9792352521046063
MLE,35,1000,0.997601463723719
VAE,35,1000,0.9785839109876994
MLE,36,1000,0.9958876271425406
VAE,36,1000,0.980758519922379
MLE,37,1000,0.9974556802165795
VAE,37,1000,0.9832233987698634
MLE,38,1000,0.9963884547658158
VAE,38,1000,0.9795002499727681
MLE,39,1000,0.9977604827616952
VAE,39,1000,0.9847670782089393
MLE,40,1000,0.9964263356425662
VAE,40,1000,0.9780767462867396
MLE,41,1000,0.9957382824501618
VAE,41,1000,0.9824270080355124
MLE,42,1000,0.9977613554813396
VAE,42,1000,0.9836639447585507
MLE,43,1000,0.9955092588343454
VAE,43,1000,0.9783327510534734
MLE,44,1000,0.9958806050504946
VAE,44,1000,0.9795635623864937
MLE,45,1000,0.9965689892196051
VAE,45,1000,0.9811639555447587
MLE,46,1000,0.9973406412973699
VAE,46,1000,0.9813386443763247
MLE,47,1000,0.9969492703461684
VAE,47,1000,0.9836426866307701
MLE,48,1000,0.9954648875740916
VAE,48,1000,0.9819122008638291
MLE,49,1000,0.9969174947022663
VAE,49,1000,0.9824304556316383
