method,b,N,F_c
MLE,0,80,0.9602186935532998
VAE,0,80,0.9499812624361212
MLE,1,80,0.9835698290623142
VAE,1,80,0.9618825987204078
MLE,2,80,0.9668086125486519
VAE,2,80,0.9538597813735513
MLE,3,80,0.974722152807579
VAE,3,80,0.964362057215858
MLE,4,80,0.9750119115128796
VAE,4,80,0.9576685305489806
MLE,5,80,0.9825868220263481
VAE,5,80,0.9636311178446529
MLE,6,80,0.9681208332266148
VAE,6,80,0.9470787007433302
MLE,7,80,0.9756117309717879
VAE,7,80,0.9569907667855656
MLE,8,80,0.9678527523344669
VAE,8,80,0.9480251935967954
MLE,9,80,0.9715789425767747
VAE,9,80,0.9470803967562416
MLE,10,80,0.9766823124605433
VAE,10,80,0.961141949885989
MLE,11,80,0.9688173107532834
VAE,11,80,0.9408562018314428
MLE,12,80,0.972308486310827
VAE,12,80,0.9548991420001093
MLE,13,80,0.9766356527507237
VAE,13,80,0.958006117280797
MLE,14,80,0.9699987869165277
VAE,14,80,0.9508478861217202
MLE,15,80,0.9794868862403106
VAE,15,80,0.9421524779521485
MLE,16,80,0.9770934397145552
VAE,16,80,0.9564623882831138
MLE,17,80,0.9783472722071835
VAE,17,80,0.9545468628287475
MLE,18,80,0.9673430750651038
VAE,18,80,0.9477239507061477
MLE,19,80,0.9726570443047461
VAE,19,80,0.95364593324758
MLE,20,80,0.9729881206598064
VAE,20,80,0.9535040751313263
MLE,21,80,0.9803182111830839
VAE,21,80,0.9443553378774547
MLE,22,80,0.9666147515845944
VAE,22,80,0.9243381923408136
MLE,23,80,0.9794408724239342
VAE,23,80,0.9654512594222476
MLE,24,80,0.9635896299133992
VAE,24,80,0.949945563889455
MLE,25,80,0.956882739592252
VAE,25,80,0.9522078775475896
MLE,26,80,0.9731423758582042
VAE,26,80,0.9676235518380807
MLE,27,80,0.980788790900004
VAE,27,80,0.9625514816479452
MLE,28,80,0.9471300167638255
VAE,28,80,0.9270834472693482
MLE,29,80,0.9657228410289908
VAE,29,80,0.9478978094946773
MLE,30,80,0.9725451320145788
VAE,30,80,0.9580241429118654
MLE,31,80,0.9854959851961005
VAE,31,80,0.9514309414651534
MLE,32,80,0.9816793016487798
VAE,32,80,0.9612320100388576
MLE,33,80,0.9553712871438936
VAE,33,80,0.944090541882505
MLE,34,80,0.9709225322178991
VAE,34,80,0.9435324364006619
MLE,35,80,0.9542785012719212
VAE,35,80,0.931863869635792
MLE,36,80,0.9549641936566188
VAE,36,80,0.9372509258912582
MLE,37,80,0.9592789356738268
VAE,37,80,0.9317179952450614
MLE,38,80,0.9728452303437833
VAE,38,80,0.9529886207662588
MLE,39,80,0.9456765344508088
VAE,39,80,0.9379336971977267
MLE,40,80,0.9859538452285166
VAE,40,80,0.9567445116433365
MLE,41,80,0.969831652310594
VAE,41,80,0.9573513335493704
MLE,42,80,0.9789542143943581
VAE,42,80,0.9615417682610389
MLE,43,80,0.9697219882803014
VAE,43,80,0.953762458819374
MLE,44,80,0.9744817019359525
VAE,44,80,0.955898227415339
MLE,45,80,0.9711310894855533
VAE,45,80,0.9568432853212964
MLE,46,80,0.9574401494268698
VAE,46,80,0.9296999543584327
MLE,47,80,0.9672129110795462
VAE,47,80,0.938952902185441
MLE,48,80,0.9629199943809732
VAE,48,80,0.9533398641679471
MLE,49,80,0.9742243509508605
VAE,49,80,0.9321729888274525
MLE,50,80,0.9598032574852773
VAE,50,80,0.9522310152961736
MLE,51,80,0.959421879869033
VAE,51,80,0.9412289957385445
MLE,52,80,0.968964286256559
VAE,52,80,0.9474165493813569
MLE,53,80,0.983745039609559
VAE,53,80,0.9559355562858968
MLE,54,80,0.9839946474779026
VAE,54,80,0.9592017450313413
MLE,55,80,0.948623663279606
VAE,55,80,0.9502248314737218
MLE,56,80,0.9593902744213904
VAE,56,80,0.9375658996693829
MLE,57,80,0.9723591818926214
VAE,57,80,0.9282268812662633
MLE,58,80,0.9674634012566198
VAE,58,80,0.9615982281757779
MLE,59,80,0.9732836888306843
VAE,59,80,0.9515721829630305
MLE,60,80,0.971029817114664
VAE,60,80,0.9353732895188076
MLE,61,80,0.9544270713087046
VAE,61,80,0.9427623583542356
MLE,62,80,0.9634615776734442
VAE,62,80,0.9514342909611495
MLE,63,80,0.9718995940363847
VAE,63,80,0.9455671208460839
MLE,64,80,0.9772222123097613
VAE,64,80,0.9512750539144047
MLE,65,80,0.9747080650411597
VAE,65,80,0.9536518944018143
MLE,66,80,0.9787542367938987
VAE,66,80,0.9589014049743022
MLE,67,80,0.9754845290781629
VAE,67,80,0.9480344145236912
MLE,68,80,0.9689094131104042
VAE,68,80,0.9534186661705791
MLE,69,80,0.9595317619355662
VAE,69,80,0.9385193187966453
MLE,70,80,0.9521933619243736
VAE,70,80,0.9536137667097616
MLE,71,80,0.9709813324628632
VAE,71,80,0.9483837032937042
MLE,72,80,0.9716587452001081
VAE,72,80,0.957081591400094
MLE,73,80,0.9522565046935819
VAE,73,80,0.93110578492839
MLE,74,80,0.9745733587647382
VAE,74,80,0.9479028183047953
MLE,75,80,0.9812965773566895
VAE,75,80,0.9576511172514682
MLE,76,80,0.9805960229434437
VAE,76,80,0.9543643929412786
MLE,77,80,0.9647021973725348
VAE,77,80,0.9462791156198204
MLE,78,80,0.9678312001569128
VAE,78,80,0.9530927844994054
MLE,79,80,0.9833314735655315
VAE,79,80,0.9554057076183711
MLE,80,80,0.9577980796758324
VAE,80,80,0.9352308000792463
MLE,81,80,0.9607158760718385
VAE,81,80,0.961727421627701
MLE,82,80,0.968892751884794
VAE,82,80,0.9510644177947861
MLE,83,80,0.9643172189596212
VAE,83,80,0.9343742660682487
MLE,84,80,0.9853136614554318
VAE,84,80,0.9589046304844622
MLE,85,80,0.9657644459977015
VAE,85,80,0.9408102923789106
MLE,86,80,0.9764572845710034
VAE,86,80,0.9617722108165684
MLE,87,80,0.9638185389498186
VAE,87,80,0.941972250043788
MLE,88,80,0.9625316925705466
VAE,88,80,0.9512458577709093
MLE,89,80,0.9685516702573413
VAE,89,80,0.9423898215606115
MLE,90,80,0.9812134478791438
VAE,90,80,0.9556092130585421
MLE,91,80,0.9756307285261366
VAE,91,80,0.9558991792802043
MLE,92,80,0.9705964521588252
VAE,92,80,0.949267959463271
MLE,93,80,0.9734569652311194
VAE,93,80,0.9609525703167968
MLE,94,80,0.9735319315895551
VAE,94,80,0.9574618333307804
MLE,95,80,0.9673313457749955
VAE,95,80,0.9457252295392545
MLE,96,80,0.9721595142640931
VAE,96,80,0.9625562516030909
MLE,97,80,0.9629929694588778
VAE,97,80,0.9298712906259603
MLE,98,80,0.961066429248461
VAE,98,80,0.9473403625598762
MLE,99,80,0.9765185263505743
VAE,99,80,0.9671308256637582
