method,b,N,F_c
MLE,0,100,0.964180783140373
VAE,0,100,0.9481282519486341
MLE,1,100,0.9890610764381175
VAE,1,100,0.9683986393447201
MLE,2,100,0.9629915837156383
VAE,2,100,0.9503292317091806
MLE,3,100,0.9671479606774351
VAE,3,100,0.9645066621915765
MLE,4,100,0.9674916401631852
VAE,4,100,0.9440120407530076
MLE,5,100,0.9845858450745081
VAE,5,100,0.9634455764155736
MLE,6,100,0.9930540886888444
VAE,6,100,0.9704535373694552
MLE,7,100,0.9666095504728892
VAE,7,100,0.9519212613415101
MLE,8,100,0.9837494758638061
VAE,8,100,0.9592066150272714
MLE,9,100,0.9736483691225598
VAE,9,100,0.9565256607252192
MLE,10,100,0.9708655027113422
VAE,10,100,0.9587597521057728
MLE,11,100,0.9792350529833044
VAE,11,100,0.959424487084194
MLE,12,100,0.9712039612599609
VAE,12,100,0.9579296518269513
MLE,13,100,0.9709362751056709
VAE,13,100,0.9415234046356048
MLE,14,100,0.9710226509126639
VAE,14,100,0.9522438608580489
MLE,15,100,0.9639169043551742
VAE,15,100,0.9473350880230779
MLE,16,100,0.961766801230101
VAE,16,100,0.9384578029310902
MLE,17,100,0.9739470430608812
VAE,17,100,0.9480135837258906
MLE,18,100,0.9554727411312623
VAE,18,100,0.9567840977734728
MLE,19,100,0.9716499172293138
VAE,19,100,0.9510633244281513
MLE,20,100,0.9621624166819394
VAE,20,100,0.9483417132925098
MLE,21,100,0.9793421894233387
VAE,21,100,0.9480628107430119
MLE,22,100,0.9715723440670837
VAE,22,100,0.9530896596017879
MLE,23,100,0.9740266421551387
VAE,23,100,0.9609230885539409
MLE,24,100,0.9718074244870654
VAE,24,100,0.9504001289033159
MLE,25,100,0.9807385127309984
VAE,25,100,0.9529600907098119
MLE,26,100,0.9824977436141413
VAE,26,100,0.9610558420803675
MLE,27,100,0.9618062002654767
VAE,27,100,0.9484573500087468
MLE,28,100,0.9860741143224816
VAE,28,100,0.9552750800838423
MLE,29,100,0.9681059636564214
VAE,29,100,0.9495455191007226
MLE,30,100,0.9846949829217422
VAE,30,100,0.9679913795014867
MLE,31,100,0.9883098109022046
VAE,31,100,0.971495064055227
MLE,32,100,0.9802412777273757
VAE,32,100,0.9695896062693286
MLE,33,100,0.9796836238197019
VAE,33,100,0.9472723476522251
MLE,34,100,0.985762815534491
VAE,34,100,0.9621140803983775
MLE,35,100,0.9611408037868442
VAE,35,100,0.9458398737961471
MLE,36,100,0.9739613317221885
VAE,36,100,0.9548957440165969
MLE,37,100,0.9698874547345895
VAE,37,100,0.960607997275352
MLE,38,100,0.9724437715701795
VAE,38,100,0.9488389724520986
MLE,39,100,0.9628680896700816
VAE,39,100,0.9476701089096231
MLE,40,100,0.9805400506774105
VAE,40,100,0.9593444440774718
MLE,41,100,0.9799300635440874
VAE,41,100,0.9665344023817178
MLE,42,100,0.9643772417557285
VAE,42,100,0.9390870502525075
MLE,43,100,0.9732056247135756
VAE,43,100,0.9493783780315732
MLE,44,100,0.9599701630890111
VAE,44,100,0.9532171221385441
MLE,45,100,0.9734392311564749
VAE,45,100,0.9448344164011669
MLE,46,100,0.9779673945104862
VAE,46,100,0.9451427584954935
MLE,47,100,0.9568536952984015
VAE,47,100,0.9461616803203174
MLE,48,100,0.9770204745706378
VAE,48,100,0.9634452388516221
MLE,49,100,0.964884967871008
VAE,49,100,0.9457032445816123
