method,b,N,F_c
MLE,0,5000,0.9994229141683356
VAE,0,5000,0.9818711273764125
MLE,1,5000,0.9996572734995728
VAE,1,5000,0.9749678335866727
MLE,2,5000,0.9995889803091109
VAE,2,5000,0.9846231743389599
MLE,3,5000,0.9994544282482213
VAE,3,5000,0.9813233490021085
MLE,4,5000,0.999692659913642
VAE,4,5000,0.9791243829216575
MLE,5,5000,0.999503022674643
VAE,5,5000,0.9821486575626924
MLE,6,5000,0.9996073900625589
VAE,6,5000,0.9776917755321154
MLE,7,5000,0.9995890102351289
VAE,7,5000,0.9852246215156129
MLE,8,5000,0.9995965101289935
VAE,8,5000,0.9834469158819795
MLE,9,5000,0.9996791283687586
VAE,9,5000,0.9729995566862271
MLE,10,5000,0.9996884250218456
VAE,10,5000,0.9744583386768312
MLE,11,5000,0.9996748396476578
VAE,11,5000,0.9787627840927419
MLE,12,5000,0.9993766963659828
VAE,12,5000,0.9763585735163727
MLE,13,5000,0.9993864926059945
VAE,13,5000,0.9747707191305401
MLE,14,5000,0.9994905221144171
VAE,14,5000,0.9772901298480209
MLE,15,5000,0.9994465017600972
VAE,15,5000,0.9797766120611547
MLE,16,5000,0.9993097010857577
VAE,16,5000,0.9720963458205292
MLE,17,5000,0.9997754501229554
VAE,17,5000,0.9719035348491192
MLE,18,5000,0.9993538241145181
VAE,18,5000,0.9738671946720422
MLE,19,5000,0.9994201033544314
VAE,19,5000,0.9806028183317635
MLE,20,5000,0.9995783858297075
VAE,20,5000,0.9909778829965024
MLE,21,5000,0.9993762553737463
VAE,21,5000,0.9870266301684686
MLE,22,5000,0.9998260304141463
VAE,22,5000,0.9792156525087927
MLE,23,5000,0.9996296080581022
VAE,23,5000,0.9818131204272837
MLE,24,5000,0.9995827967683175
VAE,24,5000,0.9774690377033106
MLE,25,5000,0.999530736713272
VAE,25,5000,0.9737709132046345
MLE,26,5000,0.9997050697693548
VAE,26,5000,0.9781066956519014
MLE,27,5000,0.9994594016993197
VAE,27,5000,0.9799390204908514
MLE,28,5000,0.9993308632459437
VAE,28,5000,0.9828410220101017
MLE,29,5000,0.9994439385903673
VAE,29,5000,0.9763762534774015
MLE,30,5000,0.9993170972432552
VAE,30,5000,0.979861533260468
MLE,31,5000,0.9997987245786727
VAE,31,5000,0.9797897151596316
MLE,32,5000,0.9991782958004951
VAE,32,5000,0.9853292399312039
MLE,33,5000,0.9996573699677492
VAE,33,5000,0.9734730733993224
MLE,34,5000,0.9996997782292949
VAE,34,5000,0.9835030869765533
MLE,35,5000,0.9995997145343473
VAE,35,5000,0.9828218110050504
MLE,36,5000,0.9997335144585734
VAE,36,5000,0.9811805555272876
MLE,37,5000,0.9997221314318988
VAE,37,5000,0.9831684086069501
MLE,38,5000,0.9994980795563093
VAE,38,5000,0.9791139677640814
MLE,39,5000,0.9996026533194209
VAE,39,5000,0.983871804420333
MLE,40,5000,0.9997222017459487
VAE,40,5000,0.974832925064095
MLE,41,5000,0.9995235129911141
VAE,41,5000,0.9793162947905185
MLE,42,5000,0.9996075869418909
VAE,42,5000,0.9760780906386692
MLE,43,5000,0.9996304277000199
VAE,43,5000,0.9743701708636388
MLE,44,5000,0.9997172999967181
VAE,44,5000,0.9782397728002244
MLE,45,5000,0.9996133356027531
VAE,45,5000,0.9761678712726221
MLE,46,5000,0.9995536177988233
VAE,46,5000,0.9759921426045598
MLE,47,5000,0.999758901592938
VAE,47,5000,0.9788529300534756
MLE,48,5000,0.999695536425729
VAE,48,5000,0.968467888460192
MLE,49,5000,0.9997019349588295
VAE,49,5000,0.9793607853142499
