method,b,N,F_c
MLE,0,1000,0.9968280750640258
VAE,0,1000,0.9922137024812009
MLE,1,1000,0.9986951263151502
VAE,1,1000,0.992889114450755
MLE,2,1000,0.9974414552837254
VAE,2,1000,0.996474081785258
MLE,3,1000,0.9982873739636965
VAE,3,1000,0.994618707406088
MLE,4,1000,0.9972895881299245
VAE,4,1000,0.993597080096131
MLE,5,1000,0.9973494075380405
VAE,5,1000,0.9955649602446758
MLE,6,1000,0.9982152452691656
VAE,6,1000,0.9959380135848974
MLE,7,1000,0.9986923519208722
VAE,7,1000,0.994248364890315
MLE,8,1000,0.9977639845806122
VAE,8,1000,0.9925728452225685
MLE,9,1000,0.995416106627392
VAE,9,1000,0.9956055552229437
MLE,10,1000,0.9979826056400807
VAE,10,1000,0.9945866854781176
MLE,11,1000,0.9985077654016699
VAE,11,1000,0.9950675403834115
MLE,12,1000,0.9980043019828984
VAE,12,1000,0.9938034041102852
MLE,13,1000,0.996542944492828
VAE,13,1000,0.9958119373049442
MLE,14,1000,0.9953883776303214
VAE,14,1000,0.9919096034166455
MLE,15,1000,0.9969054013953269
VAE,15,1000,0.9920484619988102
MLE,16,1000,0.997300174443524
VAE,16,1000,0.9965490138645033
MLE,17,1000,0.997271628508028
VAE,17,1000,0.9949896575503537
MLE,18,1000,0.9970208514433003
VAE,18,1000,0.9913908462614889
MLE,19,1000,0.9981126306171638
VAE,19,1000,0.9932052511942631
MLE,20,1000,0.9980256952160232
VAE,20,1000,0.9947863557948495
MLE,21,1000,0.9971962208996975
VAE,21,1000,0.9952092134989589
MLE,22,1000,0.9971570806107104
VAE,22,1000,0.9974418447051423
MLE,23,1000,0.9969036296266456
VAE,23,1000,0.9938891227543422
MLE,24,1000,0.9980298213364899
VAE,24,1000,0.9958961543496295
MLE,25,1000,0.9963540389754797
VAE,25,1000,0.9943289026497375
MLE,26,1000,0.998200575102784
VAE,26,1000,0.989909186448109
MLE,27,1000,0.9985670472208164
VAE,27,1000,0.9942022560035494
MLE,28,1000,0.997727651111145
VAE,28,1000,0.9940282445270702
MLE,29,1000,0.9983236478034805
VAE,29,1000,0.9938012789545728
MLE,30,1000,0.9986597097917912
VAE,30,1000,0.9916735626587704
MLE,31,1000,0.9973949123335665
VAE,31,1000,0.9962180778034615
MLE,32,1000,0.9980483962910411
VAE,32,1000,0.9936212172829768
MLE,33,1000,0.9971241107062063
VAE,33,1000,0.9943722608728471
MLE,34,1000,0.9979254924990725
VAE,34,1000,0.9939861852513069
MLE,35,1000,0.9968487626853915
VAE,35,1000,0.9917940465763816
MLE,36,1000,0.997386062046387
VAE,36,1000,0.9936114250468603
MLE,37,1000,0.9961442987625118
VAE,37,1000,0.9919208249551271
MLE,38,1000,0.9978791225272151
VAE,38,1000,0.9935072281771984
MLE,39,1000,0.9968068369746633
VAE,39,1000,0.994793943830489
MLE,40,1000,0.9973771250240886
VAE,40,1000,0.9921035234916583
MLE,41,1000,0.9978281982821894
VAE,41,1000,0.9927237250470434
MLE,42,1000,0.9965190208261734
VAE,42,1000,0.9967706876111394
MLE,43,1000,0.9959409741485321
VAE,43,1000,0.9942052758714269
MLE,44,1000,0.99774572363678
VAE,44,1000,0.9962056465554862
MLE,45,1000,0.9950938832370524
VAE,45,1000,0.9906685742504863
MLE,46,1000,0.9973563647169186
VAE,46,1000,0.99425727357796
MLE,47,1000,0.9974395857505722
VAE,47,1000,0.9917993642189914
MLE,48,1000,0.9970260739558293
VAE,48,1000,0.9961460872164516
MLE,49,1000,0.9970127845528151
VAE,49,1000,0.9941132597526199
