method,b,N,F_c
MLE,0,100,0.964180783140373
VAE,0,100,0.9549776353207159
MLE,1,100,0.9890610764381175
VAE,1,100,0.9661904161929699
MLE,2,100,0.9629915837156383
VAE,2,100,0.9486602275591705
MLE,3,100,0.9671479606774351
VAE,3,100,0.965510229051905
MLE,4,100,0.9674916401631852
VAE,4,100,0.9457212435311138
MLE,5,100,0.9845858450745081
VAE,5,100,0.9630858075015163
MLE,6,100,0.9930540886888444
VAE,6,100,0.9698021547507772
MLE,7,100,0.9666095504728892
VAE,7,100,0.9543207914311868
MLE,8,100,0.9837494758638061
VAE,8,100,0.9626743250017594
MLE,9,100,0.9736483691225598
VAE,9,100,0.955820779778345
MLE,10,100,0.9708655027113422
VAE,10,100,0.9505179066830866
MLE,11,100,0.9792350529833044
VAE,11,100,0.9596757705170962
MLE,12,100,0.9712039612599609
VAE,12,100,0.9616150792936714
MLE,13,100,0.9709362751056709
VAE,13,100,0.9435793755177971
MLE,14,100,0.9710226509126639
VAE,14,100,0.951669548575359
MLE,15,100,0.9639169043551742
VAE,15,100,0.9364913991033119
MLE,16,100,0.961766801230101
VAE,16,100,0.9352872789755171
MLE,17,100,0.9739470430608812
VAE,17,100,0.9481935401287768
MLE,18,100,0.9554727411312623
VAE,18,100,0.9556698570810668
MLE,19,100,0.9716499172293138
VAE,19,100,0.9474812868895407
MLE,20,100,0.9621624166819394
VAE,20,100,0.9465535381982628
MLE,21,100,0.9793421894233387
VAE,21,100,0.9469684656517905
MLE,22,100,0.9715723440670837
VAE,22,100,0.9538606130283187
MLE,23,100,0.9740266421551387
VAE,23,100,0.9622661169593993
MLE,24,100,0.9718074244870654
VAE,24,100,0.9487848227667475
MLE,25,100,0.9807385127309984
VAE,25,100,0.9570482302619785
MLE,26,100,0.9824977436141413
VAE,26,100,0.9577109789340931
MLE,27,100,0.9618062002654767
VAE,27,100,0.9525712332672165
MLE,28,100,0.9860741143224816
VAE,28,100,0.9581949361641603
MLE,29,100,0.9681059636564214
VAE,29,100,0.9490659520441261
MLE,30,100,0.9846949829217422
VAE,30,100,0.9709553604363889
MLE,31,100,0.9883098109022046
VAE,31,100,0.9701408390649312
MLE,32,100,0.9802412777273757
VAE,32,100,0.9661797684964847
MLE,33,100,0.9796836238197019
VAE,33,100,0.9480430966327933
MLE,34,100,0.985762815534491
VAE,34,100,0.9667382295768111
MLE,35,100,0.9611408037868442
VAE,35,100,0.9462106593094635
MLE,36,100,0.9739613317221885
VAE,36,100,0.9487235436191729
MLE,37,100,0.9698874547345895
VAE,37,100,0.9598229003743417
MLE,38,100,0.9724437715701795
VAE,38,100,0.953114832168001
MLE,39,100,0.9628680896700816
VAE,39,100,0.9501581721795257
MLE,40,100,0.9805400506774105
VAE,40,100,0.9619560732470246
MLE,41,100,0.9799300635440874
VAE,41,100,0.9621690249376357
MLE,42,100,0.9643772417557285
VAE,42,100,0.9417086998021363
MLE,43,100,0.9732056247135756
VAE,43,100,0.9489569892028351
MLE,44,100,0.9599701630890111
VAE,44,100,0.9603558108579694
MLE,45,100,0.9734392311564749
VAE,45,100,0.9456943941561089
MLE,46,100,0.9779673945104862
VAE,46,100,0.9372878666688627
MLE,47,100,0.9568536952984015
VAE,47,100,0.9446641563490507
MLE,48,100,0.9770204745706378
VAE,48,100,0.9664404953724882
MLE,49,100,0.964884967871008
VAE,49,100,0.9485472199302789
