method,b,N,F_c
MLE,0,200,0.9854180904062547
VAE,0,200,0.9666828721261839
MLE,1,200,0.9898190769327676
VAE,1,200,0.9643598667831143
MLE,2,200,0.9883781936019028
VAE,2,200,0.9634509016454866
MLE,3,200,0.9809530101655062
VAE,3,200,0.9607305211297062
MLE,4,200,0.9836545846530181
VAE,4,200,0.9575447537463146
MLE,5,200,0.989780508590788
VAE,5,200,0.9664365727450452
MLE,6,200,0.9955299259369575
VAE,6,200,0.9710034013590031
MLE,7,200,0.9855178567710858
VAE,7,200,0.958521164357932
MLE,8,200,0.9907508978622322
VAE,8,200,0.9659104854414732
MLE,9,200,0.9874635110953868
VAE,9,200,0.9562900304408279
MLE,10,200,0.9841741507866152
VAE,10,200,0.9615955585738347
MLE,11,200,0.9834410750650859
VAE,11,200,0.9675054513841397
MLE,12,200,0.990689332845258
VAE,12,200,0.9619677148915795
MLE,13,200,0.9844618646539263
VAE,13,200,0.9647710154308666
MLE,14,200,0.9862973475318125
VAE,14,200,0.9662290283734337
MLE,15,200,0.9789448935091685
VAE,15,200,0.960574720476639
MLE,16,200,0.9856087718599114
VAE,16,200,0.9638911263895119
MLE,17,200,0.9874852281001482
VAE,17,200,0.9632814959682253
MLE,18,200,0.9789828488890249
VAE,18,200,0.9582634535995413
MLE,19,200,0.9872774820624582
VAE,19,200,0.9679897167929419
MLE,20,200,0.9782072590175476
VAE,20,200,0.9654669834032035
MLE,21,200,0.9872911673036
VAE,21,200,0.9644444756038902
MLE,22,200,0.9835120841627966
VAE,22,200,0.9626379172517274
MLE,23,200,0.983657646927913
VAE,23,200,0.9661647924897797
MLE,24,200,0.9878887433709733
VAE,24,200,0.9675287840883445
MLE,25,200,0.9883735872427337
VAE,25,200,0.9644913323550042
MLE,26,200,0.9862505352268696
VAE,26,200,0.9673348637895425
MLE,27,200,0.9837231200294855
VAE,27,200,0.9614618291999004
MLE,28,200,0.9873587712915739
VAE,28,200,0.9711979242053983
MLE,29,200,0.9811101601606333
VAE,29,200,0.9595719562554814
MLE,30,200,0.9855095842517869
VAE,30,200,0.9603590033360644
MLE,31,200,0.9874150530731693
VAE,31,200,0.9588393371564485
MLE,32,200,0.9902612168309413
VAE,32,200,0.9695336775637997
MLE,33,200,0.9903515288047309
VAE,33,200,0.9653729587394776
MLE,34,200,0.9906569405172913
VAE,34,200,0.9700074793261663
MLE,35,200,0.9844175284639026
VAE,35,200,0.9628301074403175
MLE,36,200,0.9859637053944578
VAE,36,200,0.961510427163113
MLE,37,200,0.9865305896613207
VAE,37,200,0.9645994195477842
MLE,38,200,0.9830543177077931
VAE,38,200,0.9649032272686704
MLE,39,200,0.9808556442234346
VAE,39,200,0.9659749002940403
MLE,40,200,0.9867191688137916
VAE,40,200,0.9631072633932092
MLE,41,200,0.9803031416869263
VAE,41,200,0.9681338068534546
MLE,42,200,0.9789557315380834
VAE,42,200,0.9567262035911761
MLE,43,200,0.9782160896800994
VAE,43,200,0.9560203003900877
MLE,44,200,0.9709948437167515
VAE,44,200,0.959998821725014
MLE,45,200,0.9842874378008647
VAE,45,200,0.9651842735444973
MLE,46,200,0.9843451424030121
VAE,46,200,0.9589194221869473
MLE,47,200,0.9829319688839498
VAE,47,200,0.9639646551808009
MLE,48,200,0.9874927776932817
VAE,48,200,0.9632082082320178
MLE,49,200,0.9868266034894708
VAE,49,200,0.9666395699745624
