method,b,N,F_c
MLE,0,500,0.9948185234643916
VAE,0,500,0.9900665203552733
MLE,1,500,0.9980906311641714
VAE,1,500,0.9927414307728316
MLE,2,500,0.9961352682112434
VAE,2,500,0.9938794479276459
MLE,3,500,0.9953674561611972
VAE,3,500,0.988835600220505
MLE,4,500,0.9955105522211821
VAE,4,500,0.9942094302087997
MLE,5,500,0.995949368857221
VAE,5,500,0.9938892286370453
MLE,6,500,0.9951757529486936
VAE,6,500,0.9942764621787407
MLE,7,500,0.9978325490550157
VAE,7,500,0.9920764919089851
MLE,8,500,0.9946844626808391
VAE,8,500,0.9912124061598104
MLE,9,500,0.9937330529164154
VAE,9,500,0.9915540193025111
MLE,10,500,0.9938687882114221
VAE,10,500,0.9941351404812035
MLE,11,500,0.9967775668452449
VAE,11,500,0.9908807623580704
MLE,12,500,0.996783098157135
VAE,12,500,0.9944075023806552
MLE,13,500,0.9949350813128545
VAE,13,500,0.9938959645288998
MLE,14,500,0.993151001511121
VAE,14,500,0.9903415316640585
MLE,15,500,0.9966145030545934
VAE,15,500,0.9942140740975975
MLE,16,500,0.9960688848098472
VAE,16,500,0.9937449602674753
MLE,17,500,0.9936260611013948
VAE,17,500,0.9906989442834592
MLE,18,500,0.9942548684570918
VAE,18,500,0.993346857178328
MLE,19,500,0.9983283838432453
VAE,19,500,0.9957009937673238
MLE,20,500,0.9973476492371584
VAE,20,500,0.9908880086053248
MLE,21,500,0.9931625947078389
VAE,21,500,0.9904137156463264
MLE,22,500,0.9944796143405072
VAE,22,500,0.9915855155545267
MLE,23,500,0.995400889298429
VAE,23,500,0.9925175288545497
MLE,24,500,0.993161708875565
VAE,24,500,0.9904470079033206
MLE,25,500,0.993893440054716
VAE,25,500,0.9904870648132666
MLE,26,500,0.9953936094589942
VAE,26,500,0.990945081102013
MLE,27,500,0.9979646156554286
VAE,27,500,0.993619353258128
MLE,28,500,0.993795770767439
VAE,28,500,0.9941379449596465
MLE,29,500,0.9971513149661789
VAE,29,500,0.9925551841643679
MLE,30,500,0.9967036905042967
VAE,30,500,0.9894617768506908
MLE,31,500,0.9946647334081239
VAE,31,500,0.9932151697399636
MLE,32,500,0.9952595539099176
VAE,32,500,0.9885662468870187
MLE,33,500,0.9926584700612673
VAE,33,500,0.9923262768866432
MLE,34,500,0.9956570794161401
VAE,34,500,0.9888595040725718
MLE,35,500,0.9942131875768213
VAE,35,500,0.9920971016237825
MLE,36,500,0.9947341143967463
VAE,36,500,0.9912477056568825
MLE,37,500,0.9952293522852567
VAE,37,500,0.9880934242818211
MLE,38,500,0.9976450360272163
VAE,38,500,0.9917497812276147
MLE,39,500,0.9947211276638336
VAE,39,500,0.9918838977101023
MLE,40,500,0.9961113435691624
VAE,40,500,0.9936703022805711
MLE,41,500,0.9944079123886174
VAE,41,500,0.9910918340548859
MLE,42,500,0.9955241243734183
VAE,42,500,0.9963961298229245
MLE,43,500,0.9931747048351968
VAE,43,500,0.990192756989464
MLE,44,500,0.9944285505115572
VAE,44,500,0.9914936911479063
MLE,45,500,0.9924229755760472
VAE,45,500,0.9911711687660605
MLE,46,500,0.9932511356825596
VAE,46,500,0.9964697679699266
MLE,47,500,0.9956898889028196
VAE,47,500,0.9905384052725575
MLE,48,500,0.9942913218053363
VAE,48,500,0.993312746014538
MLE,49,500,0.9949933632723146
VAE,49,500,0.9947860295219564
