method,b,N,F_c
MLE,0,5000,0.9992876001201141
VAE,0,5000,0.9890031663325493
MLE,1,5000,0.9996749941340447
VAE,1,5000,0.9893331255638165
MLE,2,5000,0.9990808014149153
VAE,2,5000,0.9906286412234029
MLE,3,5000,0.9991864945556372
VAE,3,5000,0.9879810380104926
MLE,4,5000,0.9994002823486935
VAE,4,5000,0.9899750605340643
MLE,5,5000,0.9992585844436687
VAE,5,5000,0.9864727216449283
MLE,6,5000,0.9995338092985342
VAE,6,5000,0.9857625663414206
MLE,7,5000,0.9995279146990126
VAE,7,5000,0.990985978169378
MLE,8,5000,0.9992821619188174
VAE,8,5000,0.9881769825078603
MLE,9,5000,0.9995527437575048
VAE,9,5000,0.9906398058153719
MLE,10,5000,0.9993474771655526
VAE,10,5000,0.9884595690786698
MLE,11,5000,0.9995925519486014
VAE,11,5000,0.9886791906897191
MLE,12,5000,0.9993667607156123
VAE,12,5000,0.9894579214907806
MLE,13,5000,0.9990967012573784
VAE,13,5000,0.9890812244052505
MLE,14,5000,0.9993634404861491
VAE,14,5000,0.9904744628292244
MLE,15,5000,0.9990861747166022
VAE,15,5000,0.9906337495113656
MLE,16,5000,0.9991569028573304
VAE,16,5000,0.9885723537490372
MLE,17,5000,0.9995697309553235
VAE,17,5000,0.9887241277765825
MLE,18,5000,0.9991446319005853
VAE,18,5000,0.9896494162432773
MLE,19,5000,0.9995817744510045
VAE,19,5000,0.9895462909974787
MLE,20,5000,0.9994760205405702
VAE,20,5000,0.9890208177011198
MLE,21,5000,0.9992990275053343
VAE,21,5000,0.9905009854992575
MLE,22,5000,0.9993165835909446
VAE,22,5000,0.988703299275709
MLE,23,5000,0.9995216153307858
VAE,23,5000,0.9891088400850708
MLE,24,5000,0.9995558006484822
VAE,24,5000,0.9894937471502214
MLE,25,5000,0.9991733888951562
VAE,25,5000,0.9881174824450427
MLE,26,5000,0.999578638142612
VAE,26,5000,0.988454086761908
MLE,27,5000,0.9994046200901164
VAE,27,5000,0.9899899919424313
MLE,28,5000,0.9991814369667947
VAE,28,5000,0.9883412610688735
MLE,29,5000,0.9992062287788981
VAE,29,5000,0.9877075785955896
MLE,30,5000,0.999379009711631
VAE,30,5000,0.9890500660953507
MLE,31,5000,0.9990201940962877
VAE,31,5000,0.9899290755864993
MLE,32,5000,0.9994051184941287
VAE,32,5000,0.9905432577028938
MLE,33,5000,0.9993638155274818
VAE,33,5000,0.9896270150566124
MLE,34,5000,0.9992461261567791
VAE,34,5000,0.9894875050047243
MLE,35,5000,0.9992739183871101
VAE,35,5000,0.9880572665175945
MLE,36,5000,0.9993966220298425
VAE,36,5000,0.9897469671168612
MLE,37,5000,0.9993953655249216
VAE,37,5000,0.988440584045798
MLE,38,5000,0.9991705207049482
VAE,38,5000,0.9902249102938492
MLE,39,5000,0.9991742571044292
VAE,39,5000,0.9899490842131976
MLE,40,5000,0.9992660956733647
VAE,40,5000,0.989262239066719
MLE,41,5000,0.9993997750543565
VAE,41,5000,0.9903965428273129
MLE,42,5000,0.9993696844861442
VAE,42,5000,0.9878971181649333
MLE,43,5000,0.9990917729006981
VAE,43,5000,0.9902983256739021
MLE,44,5000,0.9996326139146482
VAE,44,5000,0.988682449406488
MLE,45,5000,0.9993200777497528
VAE,45,5000,0.9889138736630555
MLE,46,5000,0.9995228194345256
VAE,46,5000,0.9890220615618291
MLE,47,5000,0.9994284561135539
VAE,47,5000,0.9883350139982956
MLE,48,5000,0.9992313761775775
VAE,48,5000,0.9894390900405399
MLE,49,5000,0.9993383725254258
VAE,49,5000,0.9897231573237871
