n_samples,Fc,Fc_train
300,0.9496847333798671,0.7985683930530977
500,0.9543225160301623,0.8847528720433784
1000,0.9771185217617292,0.9359476515053018
2000,0.97776219104948,0.9712216994716442
5000,0.9816595865309373,0.9915032852014578
10000,0.9862712293508312,0.9958630618868062
