n_samples,Fc,Fc_train
300,0.9642861376382376,0.8067273002400259
500,0.9513511015521965,0.8610482256997298
1000,0.9678626256792825,0.9401718689623791
2000,0.9767958264126101,0.974054221579064
5000,0.985054958249637,0.9917296439759965
10000,0.9887893479263868,0.9960839436316434
