n_samples,Fc,Fc_train
300,0.9566579485060551,0.8194456845306232
500,0.9609088915801253,0.8756553087303113
1000,0.963359254226675,0.941665661042761
2000,0.9697157657884924,0.9707641197950797
5000,0.9838014636774742,0.9917839618575384
10000,0.9877150487474233,0.9956539979751339
