n_samples,Fc,Fc_train
300,0.9555567264509376,0.8035321092917573
500,0.9747215238194565,0.8728201175706883
1000,0.9639648284600391,0.9410012891791326
2000,0.9770202946834576,0.9723438255680715
5000,0.9868292782063537,0.9918374573341079
10000,0.986875625437954,0.9962907182439995
