n_samples,Fc,Fc_train
300,0.9593605043378279,0.80233614517814
500,0.9595298153175491,0.8798665151756668
1000,0.9665075382535301,0.9388736504892682
2000,0.9643249973452364,0.9794061984295294
5000,0.985080907703767,0.9901341383848689
10000,0.9880534781536502,0.9956385830905401
