n_samples,Fc,Fc_train
300,0.9596831800141549,0.8210359340563835
500,0.9545420042386457,0.8885969263863008
1000,0.9648158981444965,0.9398452838533053
2000,0.9664749834216895,0.9718588276087552
5000,0.9797025146442118,0.9914478401118731
10000,0.9879035688471607,0.9952315275732476
