n_samples,Fc,Fc_train
300,0.9488733872941537,0.7988557777826703
500,0.9719865289515928,0.8839158958585498
1000,0.961724098158895,0.9425368749154186
2000,0.9793077844089018,0.9733637431744913
5000,0.9824808378156992,0.9930363591995733
10000,0.986901002973083,0.996188890544568
