n_samples,Fc,Fc_train
300,0.95668717752164,0.8281759775591362
500,0.9585210748556725,0.878603918958537
1000,0.966424861431718,0.9379052906900361
2000,0.9816055014002062,0.9722605685155357
5000,0.985829147192245,0.9910778396497134
10000,0.990109914195256,0.9960844081652964
