n_samples,Fc,Fc_train
300,0.9467074878121486,0.8007004701373044
500,0.9589406693404202,0.8747612291917205
1000,0.959140910932123,0.9494376376346334
2000,0.9805405410705507,0.9754637537293389
5000,0.9871082958851239,0.9910809463015565
10000,0.9866674414893117,0.9959646808096569
