n_samples,Fc,Fc_train
300,0.9562061169686977,0.8370759895474099
500,0.9715187431096551,0.8853850796467194
1000,0.9653244269710876,0.94868056984058
2000,0.9667560919321903,0.9777763125227324
5000,0.9744738437864993,0.9916314089608144
10000,0.9895263206041789,0.9955532053090967
