n_samples,Fc,Fc_train
300,0.9552173479757825,0.813266889646962
500,0.9566575435200438,0.8929710621778001
1000,0.9625786305608852,0.9408732819654012
2000,0.9763623104421101,0.9728522236690149
5000,0.9860384789815178,0.9903848570402014
10000,0.989610530152482,0.9963126472993837
